district_id,district_name,area_total,rooms,floor,total_floors,is_top_floor,is_ground_floor,floor_ratio,area_per_room,building_type,repair_status,has_elevator,has_parking,has_balcony,price_usd,price_per_sqm,source,url
10,Сергелийский район,72.0,2,3,9,0,0,0.3333,36.0,brick,average,1,0,1,65500,909.7,olx.uz,https://www.olx.uz/d/obyavlenie/sergeli-8a-prodaetsya-kvartira-2-3-9-72m2-s-balkonom-26-ID4oEbj.html
5,Чиланзарский район,80.0,4,1,4,0,1,0.25,20.0,panel,average,0,0,1,95000,1187.5,olx.uz,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-chilanzar-g9a-4-1-4-kirpich-balkon-2h6-mozhno-ipoteku-ID4on7X.html
9,Яшнабадский район,52.0,2,5,9,0,0,0.5556,26.0,brick,euro,1,0,1,87000,1673.1,olx.uz,https://www.olx.uz/d/obyavlenie/parkentskiy-52m2-golden-haus-2-5-9-mebel-tehnika-kadastr-kvartira-ID4mhUE.html
1,Мирзо-Улугбекский район,135.0,5,1,9,0,1,0.1111,27.0,brick,euro,1,0,1,450000,3333.3,olx.uz,https://www.olx.uz/d/obyavlenie/nrg-mirzo-ulugbekevro-5-1-9-135m2-buz-bazar-mgorkiy-ipak-yoli-ID4keNr.html
1,Мирзо-Улугбекский район,55.0,2,2,4,0,0,0.5,27.5,panel,average,0,0,1,85000,1545.5,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-2-2-4-na-m-ve-feruza-orientir-eko-bazar-ID4kD78.html
0,Юнусабадский район,49.0,3,9,12,0,0,0.75,16.33,new,euro,1,0,1,53500,1091.8,olx.uz,https://www.olx.uz/d/obyavlenie/prodayu-kvartiru-3-9-12-yunusabad-8-ID4ojAj.html
1,Мирзо-Улугбекский район,87.0,4,13,17,0,0,0.7647,21.75,monolith,average,1,0,1,89000,1023.0,olx.uz,https://www.olx.uz/d/obyavlenie/kvartira-4-13-17-zhk-brooklyn-buz-bazar-maksim-gorkiy-ID4ojAi.html
1,Мирзо-Улугбекский район,35.0,1,1,4,0,1,0.25,35.0,panel,average,0,0,1,53000,1514.3,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-1v2-1-4-na-m-ve-feruza-orientir-ginekologiya-ID4kJlZ.html
1,Мирзо-Улугбекский район,114.0,3,21,25,0,0,0.84,38.0,monolith,euro,1,0,1,200000,1754.4,olx.uz,https://www.olx.uz/d/obyavlenie/tsentrzhk-akay-city-evro-3-21-25-114m2-or-darhan-hamid-alimzhana-m-ID4gyR4.html
3,Мирабадский район,103.0,4,4,9,0,0,0.4444,25.75,brick,without_repair,1,0,1,309000,3000.0,olx.uz,https://www.olx.uz/d/obyavlenie/eng-arzontsentr-infinity-4-kom-103m2-or-sadyk-azimova-ts-1-efendi-ID4fDk5.html
1,Мирзо-Улугбекский район,100.0,4,4,4,1,0,1.0,25.0,panel,average,0,0,1,115000,1150.0,olx.uz,https://www.olx.uz/d/obyavlenie/4-komnatnaya-kvartira-v-tihom-rayonevsego-10-minut-do-tsentra-ID4mvOy.html
9,Яшнабадский район,64.7,2,7,11,0,0,0.6364,32.34,new,euro,1,0,1,90476,1398.6,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-2-komnatnaya-kvartira-zhk-assalom-sohil-novostroyka-ID4oEKN.html
3,Мирабадский район,117.0,4,4,6,0,0,0.6667,29.25,brick,needs_repair,1,0,1,180000,1538.5,olx.uz,https://www.olx.uz/d/obyavlenie/novostroyka-mirabad-4komn-4-6-or-r-ul-nukusskaya-makro-2-liniya-ID4nG3M.html
2,Яккасарайский район,186.0,4,1,8,0,1,0.125,46.5,brick,without_repair,1,0,1,149999,806.4,olx.uz,https://www.olx.uz/d/obyavlenie/eng-arzonnovostroyka-white-box-4-1-8-186m2-kushbegi-sh-rustaveli-ID4m0IG.html
9,Яшнабадский район,70.0,3,2,8,0,0,0.25,23.33,brick,average,1,0,1,92000,1314.3,olx.uz,https://www.olx.uz/d/obyavlenie/kadisheva-bazar-3-2-8-novastroyka-70m2-s-remontom-ID4ojA9.html
2,Яккасарайский район,67.0,2,2,9,0,0,0.2222,33.5,brick,euro,1,0,1,130000,1940.3,olx.uz,https://www.olx.uz/d/obyavlenie/srochnouspey-zhk-istanbul-sity-2-2-9-67m2-zavodskaya-bmv-moyka-ID4m2Kl.html
4,Шайхантахурский район,61.0,3,13,23,0,0,0.5652,20.33,monolith,euro,1,0,1,249999,4098.3,olx.uz,https://www.olx.uz/d/obyavlenie/srochno-gorit-nest-one-3kom-60m2-6m2balkon-vid-na-park-podklyuch-ID4nG3F.html
9,Яшнабадский район,45.0,2,7,9,0,0,0.7778,22.5,brick,euro,1,0,1,80000,1777.8,olx.uz,https://www.olx.uz/d/obyavlenie/mahtumkuli-zhk-poytaht-kadastr-2-7-9-novostroyka-45m2-mebel-tehnika-ID4mw0F.html
3,Мирабадский район,60.0,2,2,4,0,0,0.5,30.0,panel,euro,0,0,1,129000,2150.0,olx.uz,https://www.olx.uz/d/obyavlenie/gospitalnyy-2v3-2-4-77-seriya-mebel-tehnika-evro-balkon-2-6-60kvm-ID4iKt3.html
2,Яккасарайский район,36.0,1,7,20,0,0,0.35,36.0,monolith,average,1,0,1,76000,2111.1,olx.uz,https://www.olx.uz/d/obyavlenie/zhk-istanbul-siti-lyuks-kvartira-prodaetsya-ID4mPcC.html
9,Яшнабадский район,52.0,2,5,9,0,0,0.5556,26.0,brick,euro,1,0,1,87000,1673.1,olx.uz,https://www.olx.uz/d/obyavlenie/parkenskiy-golden-haus-52m2-2-5-9-kadastr-novostroyka-mebel-tehnika-ID4mw1H.html
9,Яшнабадский район,48.0,2,2,7,0,0,0.2857,24.0,brick,average,1,0,1,65000,1354.2,olx.uz,https://www.olx.uz/d/obyavlenie/yashnabad-2h-kom-novostroyka-s-kadastrom-s-remontom-metro-chkalov-48m2-ID4nG3o.html
0,Юнусабадский район,36.0,1,16,16,1,0,1.0,36.04,new,without_repair,1,0,1,43500,1207.0,olx.uz,https://www.olx.uz/d/obyavlenie/prodazha-1-komnatnoy-kvartiry-v-zhk-bashkent-ID4o0jN.html
9,Яшнабадский район,70.0,3,13,16,0,0,0.8125,23.33,new,euro,1,0,1,83000,1185.7,olx.uz,https://www.olx.uz/d/obyavlenie/birlamchi-va-subsidiyaga-3-honali-podklyuch-novostroyka-kvartira-ID4hgK0.html
9,Яшнабадский район,57.3,2,6,8,0,0,0.75,28.64,brick,needs_repair,1,0,1,46500,811.8,olx.uz,https://www.olx.uz/d/obyavlenie/yangi-remontga-tayer-2-honali-57-m-kv-lik-kvartira-sotiladi-arzon-narh-ID4nWPB.html
0,Юнусабадский район,83.0,3,8,10,0,0,0.8,27.67,new,euro,1,0,1,204999,2469.9,olx.uz,https://www.olx.uz/d/obyavlenie/zhk-baroccoavtorskiy-proekt-3-8-10-83m2-novomoskovskaya-minor-ts-5-ID4nG3m.html
1,Мирзо-Улугбекский район,68.0,3,2,5,0,0,0.4,22.67,panel,euro,1,0,1,102000,1500.0,olx.uz,https://www.olx.uz/d/obyavlenie/maksim-gorkiy-metro-3min-3-2-5-polnotsennayatrehkomnatnaya-68m2-kvartira-ID4mAyx.html
5,Чиланзарский район,46.0,2,7,7,1,0,1.0,23.0,brick,average,1,0,1,64000,1391.3,olx.uz,https://www.olx.uz/d/obyavlenie/chilonzor-15-kv-2-7-7-balkon-1-5-3-ID4ojzJ.html
3,Мирабадский район,30.0,1,5,16,0,0,0.3125,30.0,new,euro,1,0,1,68900,2296.7,olx.uz,https://www.olx.uz/d/obyavlenie/ozmakon-ts1-5-minut-golden-house-1-5-16-kvartira-evro-remont-ID4mB5Z.html
5,Чиланзарский район,52.0,2,1,4,0,1,0.25,26.0,panel,euro,0,0,1,76500,1471.2,olx.uz,https://www.olx.uz/d/obyavlenie/2v3-1-4-chil-9-zerkalka-evroremont-52m2-meb-teh-prodaetsya-kvartira-ID4nYoN.html
2,Яккасарайский район,57.0,2,7,14,0,0,0.5,28.5,new,euro,1,0,1,137000,2403.5,olx.uz,https://www.olx.uz/d/obyavlenie/2-kom-kvartira-zhk-shoshkent-57m-etazh-7-14-lyuks-remont-i-mebel-ID4mQ3i.html
10,Сергелийский район,54.0,2,3,10,0,0,0.3,27.0,new,euro,1,0,1,53000,981.5,olx.uz,https://www.olx.uz/d/obyavlenie/sergeli-massiv-kuruvchi-stroiteley-2-3-10-ID4mfUG.html
10,Сергелийский район,59.4,2,4,9,0,0,0.4444,29.72,brick,euro,1,0,1,57000,959.0,olx.uz,https://www.olx.uz/d/obyavlenie/v-prodazhe-2-h-komnatnaya-na-sergeli-5-ID4oFMK.html
1,Мирзо-Улугбекский район,92.0,3,2,5,0,0,0.4,30.67,panel,average,1,0,1,136500,1483.7,olx.uz,https://www.olx.uz/d/obyavlenie/4-2-5-92-kv-svoya-karasu-1-evroremont-otlichnaya-lokatsiya-ID4lFaG.html
2,Яккасарайский район,45.0,1,8,9,0,0,0.8889,45.0,brick,euro,1,0,1,110000,2444.4,olx.uz,https://www.olx.uz/d/obyavlenie/novostroyka-park-bobura-1-8-9-or-r-shota-rustaveli-nirvana-ID4nYoF.html
2,Яккасарайский район,76.0,4,5,14,0,0,0.3571,19.0,new,euro,1,0,1,148999,1960.5,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-svoya-kvartira-zh-k-prestizh-shota-rustaveli-yakkasarayskiy-rayon-ID4nfEW.html
9,Яшнабадский район,70.0,3,1,5,0,1,0.2,23.33,panel,average,1,0,1,80000,1142.9,olx.uz,https://www.olx.uz/d/obyavlenie/3-honali-dom-srochno-sotiladi-ID4oCrI.html
2,Яккасарайский район,82.0,3,7,12,0,0,0.5833,27.33,new,euro,1,0,1,124900,1523.2,olx.uz,https://www.olx.uz/d/obyavlenie/shota-rustaveli-82m2-zhk-moderno-3-7-12novostroyka-kadastr-est-ID4mAEh.html
1,Мирзо-Улугбекский район,90.0,3,3,7,0,0,0.4286,30.0,brick,euro,1,0,1,175000,1944.4,olx.uz,https://www.olx.uz/d/obyavlenie/novostroyka-3-kom-zhk-oq-saroy-parkentskiy-mirzo-ulugbekskiy-r-n-90m2-ID4naLn.html
10,Сергелийский район,54.0,2,3,10,0,0,0.3,27.0,new,euro,1,0,1,53000,981.5,olx.uz,https://www.olx.uz/d/obyavlenie/sergeliyskiy-rayon-2-3-10-ID4mg2k.html
9,Яшнабадский район,38.0,1,9,9,1,0,1.0,38.0,brick,euro,1,0,1,55000,1447.4,olx.uz,https://www.olx.uz/d/obyavlenie/zhk-assalom-sohil-9-1-9-ID4nGvG.html
2,Яккасарайский район,78.0,4,5,14,0,0,0.3571,19.5,new,euro,1,0,1,154000,1974.4,olx.uz,https://www.olx.uz/d/obyavlenie/shota-rustaveli-78m2-4-5-14-prestige-gardens-kvartira-novostroyka-ID4mHhz.html
2,Яккасарайский район,30.0,1,4,14,0,0,0.2857,30.0,new,euro,1,0,1,64900,2163.3,olx.uz,https://www.olx.uz/d/obyavlenie/shota-rustaveli-zhk-pristizh-garden-1v2-4-14-evro-remont-mebel-texnika-ID4mACU.html
1,Мирзо-Улугбекский район,36.0,1,2,5,0,0,0.4,36.0,panel,average,1,0,1,60498,1680.5,olx.uz,https://www.olx.uz/d/obyavlenie/maksim-gorkiy-1-2-5-ploschad-36m2-diplomatiya-metro-biy-ID4nYop.html
5,Чиланзарский район,42.0,2,4,5,0,0,0.8,21.0,panel,average,1,0,1,55500,1321.4,olx.uz,https://www.olx.uz/d/obyavlenie/inyaz-chilanzar-g9a-2-4-5-kipichnyy-dom-razdelka-prodaetsya-kvartira-ID4nYoj.html
3,Мирабадский район,52.0,2,5,16,0,0,0.3125,26.0,new,euro,1,0,1,119000,2288.5,olx.uz,https://www.olx.uz/d/obyavlenie/zhk-ozmakon-2-5-16evro-tts-alfraganus-ID4oFMl.html
2,Яккасарайский район,55.0,3,4,4,1,0,1.0,18.33,panel,euro,0,0,1,120000,2181.8,olx.uz,https://www.olx.uz/d/obyavlenie/novaya-evro-kvartira-ID4nCw9.html
5,Чиланзарский район,42.0,2,4,7,0,0,0.5714,21.0,brick,euro,1,0,1,66500,1583.3,olx.uz,https://www.olx.uz/d/obyavlenie/2-4-7-chil-13-novostroyka-razdelka-evro-meb-teh-prodaetsya-kvartira-ID4nYoe.html
10,Сергелийский район,42.0,1,3,4,0,0,0.75,42.0,panel,average,0,0,1,35500,845.2,olx.uz,https://www.olx.uz/d/obyavlenie/na-prodazhe-1-komnatnaya-kvartira-v-sergeli-ID4ggZs.html
9,Яшнабадский район,63.0,2,7,8,0,0,0.875,31.5,brick,euro,1,0,1,104900,1665.1,olx.uz,https://www.olx.uz/d/obyavlenie/mahtumkuli-63m2-kadastr-2-7-8-novostroyka-kvartira-remont-evro-ID4mCxq.html
5,Чиланзарский район,50.0,2,3,4,0,0,0.75,25.0,panel,average,0,0,1,64500,1290.0,olx.uz,https://www.olx.uz/d/obyavlenie/50m-3h-komnatnaya-3etazh-chilanzar-20kv-aygen-globus-prodaetsya-ID4nYob.html
3,Мирабадский район,55.0,2,8,10,0,0,0.8,27.5,new,euro,1,0,1,260000,4727.3,olx.uz,https://www.olx.uz/d/obyavlenie/prodazha-2-komnatnoy-v-zhk-mirabad-avenue-2-8-10-novaya-evro-mebel-tehn-ID4nYo6.html
5,Чиланзарский район,52.0,3,1,4,0,1,0.25,17.33,panel,euro,0,0,1,77000,1480.8,olx.uz,https://www.olx.uz/d/obyavlenie/kvartira-na-chilanzar-9-kvartal-prodazha-2v3-1-4-ipoteka-net-ID42186.html
3,Мирабадский район,123.0,3,7,8,0,0,0.875,41.0,brick,average,1,0,1,415000,3374.0,olx.uz,https://www.olx.uz/d/obyavlenie/3-h-komnatnyy-gabus-na-ul-shevchenko-id-6808-ID4oFMd.html
9,Яшнабадский район,95.0,4,7,9,0,0,0.7778,23.75,brick,euro,1,0,1,114000,1200.0,olx.uz,https://www.olx.uz/d/obyavlenie/4-eh-komn-4-7-9-tuzel2-korzinka-uluchshenka-95m-40-let-pobedy-ID4hQTc.html
2,Яккасарайский район,109.0,3,4,10,0,0,0.4,36.33,new,euro,1,0,1,205000,1880.7,olx.uz,https://www.olx.uz/d/obyavlenie/novostroyka-milano-kvartira-3-komnatnaya-yakkasaray-ID4oo7M.html
1,Мирзо-Улугбекский район,80.0,4,3,5,0,0,0.6,20.0,panel,average,1,0,1,120000,1500.0,olx.uz,https://www.olx.uz/d/obyavlenie/4h-komnatnaya-kvartira-ID4bKez.html
5,Чиланзарский район,58.0,2,1,9,0,1,0.1111,29.0,brick,average,1,0,1,62500,1077.6,olx.uz,https://www.olx.uz/d/obyavlenie/2-1-9-chil-12-razdelka-58m2-prodaetsya-kvartira-ID4nYm6.html
1,Мирзо-Улугбекский район,20.0,1,1,4,0,1,0.25,20.0,panel,euro,0,0,1,26601,1330.0,olx.uz,https://www.olx.uz/d/obyavlenie/27700u-e-buyuk-ipak-yuli-metro-1-hona-obschezhitie-maksim-gorkiy-anor-b-ID4l8BZ.html
4,Шайхантахурский район,73.0,2,1,9,0,1,0.1111,36.5,brick,average,1,0,1,84000,1150.7,olx.uz,https://www.olx.uz/d/obyavlenie/koratosh-druzhba-2-1-9-bez-remont-bal-2h3-obsh-73-kv-m-or-chorsu-makro-ID4jZgE.html
5,Чиланзарский район,48.0,2,3,4,0,0,0.75,24.0,panel,average,0,0,1,89000,1854.2,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-2-3-4-chilanzar-5-ID4ojvB.html
3,Мирабадский район,78.0,3,1,5,0,1,0.2,26.0,panel,euro,1,0,1,93000,1192.3,olx.uz,https://www.olx.uz/d/obyavlenie/vtorichka-3h-komn-78m2-massiv-kuylyuk-5-ID4ojvx.html
5,Чиланзарский район,52.0,2,1,4,0,1,0.25,26.0,panel,euro,0,0,1,76000,1461.5,olx.uz,https://www.olx.uz/d/obyavlenie/sotiladi-2-komnatnaya-meb-teh-9kv-chilanzar-ID4ojvv.html
9,Яшнабадский район,92.0,4,5,5,1,0,1.0,23.0,panel,average,1,0,1,80500,875.0,olx.uz,https://www.olx.uz/d/obyavlenie/4-eh-komnt-4-5-5-tuzel2-uluchshenka-92m-balkon2h6-pod-ipoteku-ID4je4K.html
1,Мирзо-Улугбекский район,23.0,1,1,2,0,1,0.5,23.0,panel,euro,0,0,1,30952,1345.7,olx.uz,https://www.olx.uz/d/obyavlenie/32500u-e-feruza-massif-1-komnatnye-novostroyka-sugdiyaana-restoran-eko-ID4ndgD.html
0,Юнусабадский район,80.0,4,1,4,0,1,0.25,20.0,panel,euro,0,0,1,170000,2125.0,olx.uz,https://www.olx.uz/d/obyavlenie/tsentr-ts-5-yunusabad-4-1-4-lodzhiya-2na6-novyy-remont-ID4nYlX.html
1,Мирзо-Улугбекский район,54.6,3,5,5,1,0,1.0,18.2,panel,euro,1,0,1,125000,2289.4,olx.uz,https://www.olx.uz/d/obyavlenie/novomoskovskaya-prodaetsya-3-komnatnaya-kvartira-s-remontom-ID4gSbt.html
1,Мирзо-Улугбекский район,50.0,2,2,5,0,0,0.4,25.0,panel,euro,1,0,1,79000,1580.0,olx.uz,https://www.olx.uz/d/obyavlenie/ekobazar-ginekologiya-feruza-prodaetsya-2h-komnatnaya-kvartira-ID4jBo4.html
6,Алмазарский район,40.0,1,1,5,0,1,0.2,40.0,panel,average,1,0,1,75000,1875.0,olx.uz,https://www.olx.uz/d/obyavlenie/sebzor-kvartira-svoya-prodayu-srochno-ID3WKSu.html
0,Юнусабадский район,123.0,4,4,8,0,0,0.5,30.75,brick,euro,1,0,1,152000,1235.8,olx.uz,https://www.olx.uz/d/obyavlenie/prodam-4-kom-yunusabad-6-novostroyka-ID3RgXi.html
2,Яккасарайский район,77.0,3,7,13,0,0,0.5385,25.67,new,euro,1,0,1,115000,1493.5,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-novostroyka-kushbegi-anor-development-3-7-13-ID4nYlW.html
2,Яккасарайский район,85.0,3,8,10,0,0,0.8,28.33,new,euro,1,0,1,128000,1505.9,olx.uz,https://www.olx.uz/d/obyavlenie/kvartira-s-evro-remontom-v-zhk-salamatina-3-komnaty-85m-ukomplektovana-ID4ojvj.html
10,Сергелийский район,44.0,2,5,7,0,0,0.7143,22.0,brick,euro,1,0,1,57900,1315.9,olx.uz,https://www.olx.uz/d/obyavlenie/sergeli-5a-2-5-7-kvartira-sotiladi-toza-remontda-shoshilin-ID4nFZg.html
0,Юнусабадский район,72.0,3,4,4,1,0,1.0,24.0,panel,average,0,0,1,72500,1006.9,olx.uz,https://www.olx.uz/d/obyavlenie/prodam-3-kom-yunusabad-14-kvartal-ipoteka-ID4iJmE.html
9,Яшнабадский район,47.0,2,3,15,0,0,0.2,23.5,new,euro,1,0,1,85000,1808.5,olx.uz,https://www.olx.uz/d/obyavlenie/tapoich-most-2h-kom-s-remontom-parkentkiy-ulitsa-mahtumkuli-47m2-ID4nFZd.html
3,Мирабадский район,110.0,4,4,4,1,0,1.0,27.5,panel,average,0,0,1,195000,1772.7,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-4-4-4-or-r-tochka-vkusa-ul-kunaeva-77-seriya-ID4ojv9.html
4,Шайхантахурский район,215.0,4,3,8,0,0,0.375,53.75,brick,euro,1,0,1,360000,1674.4,olx.uz,https://www.olx.uz/d/obyavlenie/eklyuzivuspey-zhk-jangoh-evro-4-3-8-215m2-abay-ts-15-ganga-zhangoh-ID4nFYY.html
9,Яшнабадский район,62.0,3,5,5,1,0,1.0,20.67,panel,average,1,0,1,70000,1129.0,olx.uz,https://www.olx.uz/d/obyavlenie/3-honali-uy-sotiladi-ID4cIsG.html
0,Юнусабадский район,87.0,2,9,9,1,0,1.0,43.5,brick,average,1,0,1,90000,1034.5,olx.uz,https://www.olx.uz/d/obyavlenie/kvartira-87-4-kv-m-v-novostroyke-2-9-9-yunusabadskiy-rn-13-kvartal-ID4nXue.html
6,Алмазарский район,53.9,2,6,12,0,0,0.5,26.95,new,euro,1,0,1,75000,1391.2,olx.uz,https://www.olx.uz/d/obyavlenie/prodazha-2-6-12-53-9m2-assalom-jomiy-dvuh-kvartira-kadastr-est-ID4kTMl.html
5,Чиланзарский район,48.0,2,4,4,1,0,1.0,24.0,panel,average,0,0,1,58500,1218.8,olx.uz,https://www.olx.uz/d/obyavlenie/2-komnatnaya-chil-19-razdelka-50h50-moyka-prodaetsya-kvartira-ID4nYlH.html
3,Мирабадский район,75.0,2,6,9,0,0,0.6667,37.5,brick,euro,1,0,1,138000,1840.0,olx.uz,https://www.olx.uz/d/obyavlenie/vtorichka-mirabad-2komn-6-9-or-r-ul-chehova-60-shkola-ID4nFYS.html
10,Сергелийский район,73.0,3,5,9,0,0,0.5556,24.33,brick,average,1,0,1,66000,904.1,olx.uz,https://www.olx.uz/d/obyavlenie/metro-kipchak-3-5-9-razdelka-73m-sergeli-2-prodaetsya-kvartira-ID4nYlE.html
2,Яккасарайский район,113.0,5,3,5,0,0,0.6,22.6,panel,euro,1,0,1,129000,1141.6,olx.uz,https://www.olx.uz/d/obyavlenie/prodam-5-kom-5-3-5-udvoennyy-zal-kushbegi-bashlyk-ID49ByU.html
1,Мирзо-Улугбекский район,125.0,4,7,7,1,0,1.0,31.25,brick,without_repair,1,0,1,140000,1120.0,olx.uz,https://www.olx.uz/d/obyavlenie/mirzo-ulugbek-4-7-7-sotiladi-shahriabad-dom-byta-125-m2-sovr-yy-dom-ID4nFYO.html
1,Мирзо-Улугбекский район,44.0,2,11,13,0,0,0.8462,22.0,new,euro,1,0,1,83000,1886.4,olx.uz,https://www.olx.uz/d/obyavlenie/kvartira-s-novym-remontom-2-11-13-44m-v-zhk-oz-mahal-mirzo-ulugbek-ID4ojwU.html
9,Яшнабадский район,53.0,2,14,16,0,0,0.875,26.5,new,average,1,0,1,88000,1660.4,olx.uz,https://www.olx.uz/d/obyavlenie/zhk-oz-makon-2h-komn-53-70m2-byvshiy-uzbum-ID4ojwO.html
3,Мирабадский район,84.0,3,2,14,0,0,0.1429,28.0,new,average,1,0,1,210000,2500.0,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-kvartira-3-2-4-v-zhk-green-island-or-r-posolstvo-yaponii-ID4oFIX.html
9,Яшнабадский район,110.0,5,3,5,0,0,0.6,22.0,panel,average,1,0,1,130000,1181.8,olx.uz,https://www.olx.uz/d/obyavlenie/5-3-5-tuzel1-konechka-uluchshenka-sdvoennyy-zal-110m-balkon-2h9-ID4jrav.html
1,Мирзо-Улугбекский район,70.0,3,4,10,0,0,0.4,23.33,new,euro,1,0,1,113000,1614.3,olx.uz,https://www.olx.uz/d/obyavlenie/3-4-10-mahtumkuli-ul-novostroyka-ID47Gkh.html
4,Шайхантахурский район,45.0,2,9,9,1,0,1.0,22.48,brick,average,1,0,1,65000,1445.4,olx.uz,https://www.olx.uz/d/obyavlenie/prodazha-2-h-komnatnoy-kvartiry-ID4mkcN.html
6,Алмазарский район,123.0,3,7,8,0,0,0.875,41.0,brick,average,1,0,1,415000,3374.0,olx.uz,https://www.olx.uz/d/obyavlenie/3-komnatnaya-mirabadskiy-rayon-shevchenko-ID4oEL1.html
0,Юнусабадский район,39.4,2,10,16,0,0,0.625,19.68,new,euro,1,0,1,92000,2338.0,olx.uz,https://www.olx.uz/d/obyavlenie/imperial-club-city-2komn-10-16-studiya-korasuvok-39-35m2-or-r-oloy-ID4nFYE.html
10,Сергелийский район,45.0,2,6,7,0,0,0.8571,22.5,brick,average,1,0,1,58800,1306.7,olx.uz,https://www.olx.uz/d/obyavlenie/sergeli-7a-2xonali-novostroyka-kvartira-sotiladi-shoshilin-4bekat-yaqi-ID4nFYC.html
9,Яшнабадский район,33.0,2,8,9,0,0,0.8889,16.5,brick,euro,1,0,1,61000,1848.5,olx.uz,https://www.olx.uz/d/obyavlenie/2-8-9-yashnabadskiy-rayon-ulitsa-mahtumkuli-ID4jhUp.html
1,Мирзо-Улугбекский район,50.0,2,1,4,0,1,0.25,25.0,panel,euro,0,0,1,99000,1980.0,olx.uz,https://www.olx.uz/d/obyavlenie/svoya-novomoskovskaya-2komn-evro-novaya-ID4lRWe.html
2,Яккасарайский район,38.0,1,1,5,0,1,0.2,38.0,panel,euro,1,0,1,66000,1736.8,olx.uz,https://www.olx.uz/d/obyavlenie/bashlyk-1v2komnatnaya-evro-38m2-ID4lSSh.html
10,Сергелийский район,33.0,1,1,4,0,1,0.25,33.0,panel,euro,0,0,1,39400,1193.9,olx.uz,https://www.olx.uz/d/obyavlenie/galereya-1-kom-remont-ogorod-podval-sergeli-2-kirpich-ne-torets-metro-ID4hbEx.html
2,Яккасарайский район,28.0,1,10,24,0,0,0.4167,28.0,monolith,average,1,0,1,105000,3750.0,olx.uz,https://www.olx.uz/d/obyavlenie/prodaetsya-1-10-24-zhk-modera-tower-ul-shota-rustaveli-ID4ojwC.html
9,Яшнабадский район,68.0,3,4,4,1,0,1.0,22.67,panel,euro,0,0,1,77000,1132.4,olx.uz,https://www.olx.uz/d/obyavlenie/srochno-3-eh-komn-4-4-tuzel-1-galantereyka-77-seriya-kirpich-68m-ID4jrbA.html
0,Юнусабадский район,80.0,4,4,4,1,0,1.0,20.0,panel,average,0,0,1,81500,1018.8,olx.uz,https://www.olx.uz/d/obyavlenie/yuabad-4-4-kom-4-etazh-ID4ojwA.html
3,Мирабадский район,123.0,3,7,8,0,0,0.875,41.0,brick,euro,1,0,1,415000,3374.0,olx.uz,https://www.olx.uz/d/obyavlenie/ul-t-shevchenko-gabus-chaykoff-3-komn-7-8-123-m-2-s-u-remont-meb-teh-ID4oFIE.html
4,Шайхантахурский район,100.0,4,4,4,1,0,1.0,25.0,panel,average,0,0,1,115000,1150.0,olx.uz,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-4-komnatnaya-100-m-tsentr-tashkenta-ts-14-ID4f0WA.html
1,Мирзо-Улугбекский район,60.0,2,7,9,0,0,0.7778,30.0,brick,average,1,0,1,64500,1075.0,olx.uz,https://www.olx.uz/d/obyavlenie/tashselmash-or-r-diagnostika-2-7-9-60m2-ID3VhPi.html
9,Яшнабадский район,52.0,1,1,12,0,1,0.0833,52.0,new,average,1,0,1,50500,971.2,olx.uz,https://www.olx.uz/d/obyavlenie/1-komn-1-1-12-tuzel2-ryadom-korzinka-52m-vozmozhno-pod-ipoteku-ID4jCql.html
1,Мирзо-Улугбекский район,57.0,3,4,12,0,0,0.3333,19.0,new,average,1,0,1,135000,2368.4,olx.uz,https://www.olx.uz/d/obyavlenie/prodam-3-4-12-v-zh-k-oz-mahal-golden-house-ID4lSlj.html
2,Яккасарайский район,52.0,2,4,5,0,0,0.8,26.0,panel,average,1,0,1,73000,1403.8,olx.uz,https://www.olx.uz/d/obyavlenie/kvartira-shrustaveli-2-4-5-kirpich-ne-torets-chistaya-ID4nFYh.html
5,Чиланзарский район,58.0,2,1,9,0,1,0.1111,29.0,brick,average,1,0,1,68000,1172.4,olx.uz,https://www.olx.uz/d/obyavlenie/farhadskiy-2-1-9-chilanzar-12-kvartal-razdelka-ploschad-58-m-prodaetsya-ID4nYlg.html
2,Яккасарайский район,50.0,2,2,5,0,0,0.4,25.0,panel,euro,1,0,1,82900,1658.0,olx.uz,https://www.olx.uz/d/obyavlenie/2-v-3-h-kushbegi-bashlyk-2-2-5-evro-upakovka-ID4jD3q.html
2,Яккасарайский район,200.0,5,2,6,0,0,0.3333,40.0,brick,euro,1,0,1,585000,2925.0,olx.uz,https://www.olx.uz/d/obyavlenie/novaya-5-komnatnaya-200m2-novostroyka-restoran-glinka-tsentr-ID4nYle.html
